CATEGORIA,PERFIL,DIA,MES,ANO,IPD,PD,FAMA,ENGAJ,VALENCIA,MOD,RANKING,META,INTERESSE
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  20.33360 ,  4.00000 ,  1.26875 ,  1.39932 ,  1.00000 ,  2.10974 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.90421 ,  4.00000 ,  1.11797 ,  1.52666 ,  1.22290 ,  1.22065 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.64950 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  18.93742 ,  4.00000 ,  1.00000 ,  1.09028 ,  1.00000 ,  1.66926 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.71990 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.07961 ,  4.00000 ,  1.32332 ,  1.00000 ,  2.45250 ,  1.05208 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11815 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.30880 ,  4.00000 ,  3.06201 ,  4.00000 ,  3.95313 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  50.99286 ,  4.00000 ,  1.73420 ,  2.54759 ,  3.69256 ,  2.09338 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.71302 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  42.90151 ,  4.00000 ,  4.00000 ,  1.36353 ,  3.84386 ,  1.78404 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.56649 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  40.65224 ,  4.00000 ,  3.68041 ,  1.90684 ,  4.00000 ,  1.13631 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43582 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.97465 ,  4.00000 ,  1.51115 ,  1.85541 ,  2.92383 ,  1.42092 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.82787 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.48603 ,  4.00000 ,  1.46971 ,  1.19535 ,  3.61289 ,  1.44131 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.42733 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  24.77822 ,  4.00000 ,  1.98955 ,  1.00040 ,  3.57797 ,  1.03631 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39490 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  24.27734 ,  4.00000 ,  1.72712 ,  1.24084 ,  3.59734 ,  1.20499 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14566 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  23.19594 ,  4.00000 ,  1.86213 ,  1.17449 ,  1.00000 ,  1.00000 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.19079 
Person. Nacionais - Tracking',João Doria,14,1,2021,  21.73193 ,  4.00000 ,  1.24308 ,  1.13604 ,  2.18660 ,  1.04253 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.00532 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  21.10564 ,  4.00000 ,  1.35832 ,  1.40794 ,  1.00000 ,  2.15855 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  18.90406 ,  4.00000 ,  1.00000 ,  1.10704 ,  1.00000 ,  1.74802 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.62520 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.47270 ,  4.00000 ,  1.39335 ,  1.00000 ,  2.48533 ,  1.05275 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10764 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.57543 ,  4.00000 ,  1.17216 ,  1.09738 ,  1.00000 ,  1.33442 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43523 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.98055 ,  4.00000 ,  3.19018 ,  4.00000 ,  3.95098 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  50.68700 ,  4.00000 ,  1.97888 ,  2.41851 ,  3.70066 ,  2.04091 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.60442 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  41.76802 ,  4.00000 ,  3.61415 ,  2.14716 ,  4.00000 ,  1.10310 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48205 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  33.87175 ,  4.00000 ,  4.00000 ,  1.13135 ,  1.00000 ,  1.71064 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.47849 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  30.38181 ,  4.00000 ,  1.71370 ,  1.74438 ,  3.06921 ,  1.35026 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.82523 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  27.09213 ,  4.00000 ,  1.70303 ,  1.19647 ,  3.60505 ,  1.48379 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.45742 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  26.13179 ,  4.00000 ,  2.29643 ,  1.00000 ,  3.58538 ,  1.06068 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32242 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  25.46484 ,  4.00000 ,  1.88671 ,  1.23142 ,  3.59980 ,  1.28590 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14190 
Person. Nacionais - Tracking',João Doria,14,1,2021,  22.55156 ,  4.00000 ,  1.34021 ,  1.14643 ,  2.16366 ,  1.06985 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.03425 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  22.51925 ,  4.00000 ,  1.86091 ,  1.16431 ,  1.00000 ,  1.00000 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.08188 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  21.95301 ,  4.00000 ,  1.58222 ,  1.42054 ,  1.00000 ,  2.07891 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  19.48898 ,  4.00000 ,  1.00000 ,  1.13038 ,  1.00000 ,  1.87478 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.59015 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.64472 ,  4.00000 ,  1.61199 ,  1.00710 ,  2.37613 ,  1.09489 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11183 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  17.88255 ,  4.00000 ,  1.34424 ,  1.16064 ,  1.00000 ,  1.47761 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31134 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  79.27713 ,  4.00000 ,  3.24756 ,  4.00000 ,  3.94829 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  45.83145 ,  4.00000 ,  1.97080 ,  2.06239 ,  3.72755 ,  1.88128 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.24447 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  41.68289 ,  4.00000 ,  3.69163 ,  2.12810 ,  4.00000 ,  1.06511 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.44808 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  33.36563 ,  4.00000 ,  4.00000 ,  1.18811 ,  1.00000 ,  1.66680 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.37048 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.84609 ,  4.00000 ,  1.72712 ,  1.80925 ,  2.96890 ,  1.39820 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.65043 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  28.36729 ,  4.00000 ,  1.70797 ,  1.34123 ,  3.63754 ,  1.58767 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.42380 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  26.42953 ,  4.00000 ,  2.43806 ,  1.00000 ,  3.56132 ,  1.06282 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25063 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  25.70646 ,  4.00000 ,  1.90495 ,  1.25817 ,  3.55978 ,  1.32793 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11936 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  23.76307 ,  4.00000 ,  1.63201 ,  1.44811 ,  2.46913 ,  1.66056 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  21.04154 ,  4.00000 ,  1.31689 ,  1.12782 ,  2.06034 ,  1.05076 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.86793 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  20.34582 ,  4.00000 ,  1.79981 ,  1.09718 ,  1.00000 ,  1.00000 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.82088 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  20.07912 ,  4.00000 ,  1.00000 ,  1.20256 ,  1.00000 ,  1.85351 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.64100 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.76432 ,  4.00000 ,  1.65147 ,  1.00607 ,  2.38732 ,  1.09392 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09313 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  17.80753 ,  4.00000 ,  1.36127 ,  1.23423 ,  1.00000 ,  1.46547 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.21804 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.73056 ,  4.00000 ,  3.12364 ,  4.00000 ,  3.99321 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.93889 ,  4.00000 ,  3.23257 ,  2.24081 ,  4.00000 ,  1.17336 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.35582 
Person. Nacionais - Tracking',Lula,14,1,2021,  39.61767 ,  4.00000 ,  1.79598 ,  1.76987 ,  3.29071 ,  1.71558 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.93849 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  34.90837 ,  4.00000 ,  4.00000 ,  1.30619 ,  1.00000 ,  1.86063 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34833 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  28.63435 ,  4.00000 ,  1.61443 ,  1.75544 ,  3.31459 ,  1.32736 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.51222 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.76871 ,  4.00000 ,  1.58696 ,  1.28824 ,  3.64263 ,  1.59184 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.30105 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  26.51564 ,  4.00000 ,  2.42736 ,  1.00000 ,  3.69680 ,  1.08364 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.19915 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  25.33499 ,  4.00000 ,  1.76696 ,  1.30909 ,  3.64273 ,  1.33853 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08597 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  22.22051 ,  4.00000 ,  1.49575 ,  1.41794 ,  2.48696 ,  1.52505 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  20.19018 ,  4.00000 ,  1.29412 ,  1.10769 ,  2.05373 ,  1.04721 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.76437 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  19.90765 ,  4.00000 ,  1.00000 ,  1.23785 ,  1.00000 ,  1.91625 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.51742 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.40834 ,  4.00000 ,  1.55411 ,  1.01550 ,  2.42269 ,  1.10845 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08333 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.92877 ,  4.00000 ,  1.59357 ,  1.02193 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.66123 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.96685 ,  4.00000 ,  1.35535 ,  1.21598 ,  1.00000 ,  1.36813 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18119 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.37554 ,  4.00000 ,  3.05333 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  43.14747 ,  4.00000 ,  1.87796 ,  1.98186 ,  3.69245 ,  1.84321 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.98575 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.07537 ,  4.00000 ,  3.13749 ,  2.09041 ,  3.97457 ,  1.26706 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.37033 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  37.05407 ,  4.00000 ,  4.00000 ,  1.51500 ,  1.00000 ,  2.04167 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.35269 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  28.04685 ,  4.00000 ,  1.69703 ,  1.50626 ,  3.45300 ,  1.37161 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48445 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.79759 ,  4.00000 ,  1.68444 ,  1.22716 ,  3.69343 ,  1.58013 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.26574 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  26.64071 ,  4.00000 ,  2.57993 ,  1.00000 ,  3.26751 ,  1.15612 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.19554 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  26.61062 ,  4.00000 ,  1.87244 ,  1.29427 ,  3.45903 ,  1.53752 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12636 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  21.83004 ,  4.00000 ,  1.00000 ,  1.28693 ,  1.00000 ,  2.25003 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.50575 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  20.25804 ,  4.00000 ,  1.58042 ,  1.22528 ,  2.49158 ,  1.26735 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.85858 ,  4.00000 ,  1.30342 ,  1.08336 ,  2.09470 ,  1.06498 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.68772 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  19.04599 ,  4.00000 ,  1.64791 ,  1.00745 ,  2.42612 ,  1.13475 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09146 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.70210 ,  4.00000 ,  1.61983 ,  1.00271 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.61579 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.00260 ,  4.00000 ,  1.41664 ,  1.13010 ,  1.00000 ,  1.21787 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.17622 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.65225 ,  4.00000 ,  3.10573 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  43.60722 ,  4.00000 ,  1.88092 ,  2.03532 ,  3.76688 ,  1.84932 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.97296 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.73878 ,  4.00000 ,  3.15432 ,  2.23633 ,  3.97847 ,  1.27909 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31130 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  37.57204 ,  4.00000 ,  4.00000 ,  1.51535 ,  1.00000 ,  2.05576 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43170 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  27.47625 ,  4.00000 ,  1.90158 ,  1.32455 ,  3.64038 ,  1.54494 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13791 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  27.36193 ,  4.00000 ,  1.68880 ,  1.27358 ,  3.88031 ,  1.56674 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.24708 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  27.04206 ,  4.00000 ,  1.71753 ,  1.25786 ,  3.61645 ,  1.34928 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48989 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  26.41002 ,  4.00000 ,  2.56352 ,  1.01635 ,  3.22565 ,  1.13372 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.19153 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  21.79639 ,  4.00000 ,  1.00000 ,  1.30171 ,  1.00000 ,  2.26642 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.46980 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  20.40465 ,  4.00000 ,  1.58528 ,  1.24252 ,  2.49116 ,  1.27190 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.41877 ,  4.00000 ,  1.30514 ,  1.09696 ,  2.05746 ,  1.06378 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.61098 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  19.00890 ,  4.00000 ,  1.65665 ,  1.02459 ,  2.37116 ,  1.12997 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08702 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  17.69156 ,  4.00000 ,  1.37497 ,  1.32576 ,  1.38744 ,  1.21629 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15245 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.36789 ,  4.00000 ,  1.60452 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.57346 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  78.90325 ,  4.00000 ,  3.15325 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  43.31377 ,  4.00000 ,  1.86278 ,  1.95060 ,  3.79431 ,  1.80036 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.05692 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  38.55934 ,  4.00000 ,  3.17623 ,  1.95053 ,  3.95794 ,  1.32330 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34052 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  37.09937 ,  4.00000 ,  4.00000 ,  1.42872 ,  1.00000 ,  1.98927 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49634 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  26.98769 ,  4.00000 ,  1.93798 ,  1.25565 ,  3.61527 ,  1.48450 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15268 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.89096 ,  4.00000 ,  1.65214 ,  1.26037 ,  3.94252 ,  1.52469 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22286 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  26.75581 ,  4.00000 ,  1.73214 ,  1.29924 ,  3.49633 ,  1.38556 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.40138 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  26.22785 ,  4.00000 ,  2.57285 ,  1.04524 ,  3.09873 ,  1.12135 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18642 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  22.66173 ,  4.00000 ,  1.56014 ,  1.44594 ,  2.48963 ,  1.51223 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  21.63454 ,  4.00000 ,  1.00000 ,  1.25055 ,  1.00000 ,  2.23008 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.52618 
Person. Nacionais - Tracking',João Doria,14,1,2021,  18.97042 ,  4.00000 ,  1.34067 ,  1.10754 ,  2.05875 ,  1.06564 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48476 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.91770 ,  4.00000 ,  1.63365 ,  1.04451 ,  2.37569 ,  1.12485 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07484 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.16379 ,  4.00000 ,  1.62415 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.51868 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.78868 ,  4.00000 ,  1.32529 ,  1.26444 ,  1.38701 ,  1.16988 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14335 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  79.53680 ,  4.00000 ,  3.27321 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  44.34188 ,  4.00000 ,  1.91559 ,  2.04308 ,  3.80649 ,  1.83958 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.05515 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  37.68049 ,  4.00000 ,  3.30173 ,  1.66776 ,  3.92252 ,  1.39603 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.30318 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  36.89850 ,  4.00000 ,  4.00000 ,  1.33884 ,  1.00000 ,  2.10786 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.44424 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  27.97476 ,  4.00000 ,  2.00669 ,  1.39216 ,  3.64794 ,  1.45067 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14151 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  27.38879 ,  4.00000 ,  2.68764 ,  1.03191 ,  3.36738 ,  1.14260 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16453 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  27.34345 ,  4.00000 ,  1.79041 ,  1.37616 ,  3.36836 ,  1.44896 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.36982 
